EIN,name
383140673,INDIAN VILLAGE HISTORIC PRESERVATION ASSOCIATION
383141368,DETROIT FILMMAKERS COALITION INC
383141974,EMMANUEL COMMUNITY SERVICES
383143701,CALVARY CHURCH OF JESUS CHRIST
383145501,I GIVE YOU JESUS MINISTRIES
383145566,COURVILLE CONCERT CHOIR INC
383147105,SOUL HARVEST FULL GOSPEL MISSIONARY BAPTIST CHURCH
383147376,WINGS OF LOVE MISSIONARY BAPTIST CHURCH
383147862,ELEMENTARY BASKETBALL LEAGUE
383148503,MICHCON POST-RETIREMENT VEBA TRUST
383148621,BETH-EL COMMUNITY CHURCH OF DETROIT
383149749,CORNERSTONE COMMUNITY DEVELOPMENT INC
383150559,DETROIT POLICE COMMAND OFFICERS ASSOCIATION
383152222,IRMA GIDDEY CHARITABLE FUND
383153050,EDSEL B FORD II FUND
383154641,DETROIT STUDY CLUB
383154994,GATE TO GLORY APOSTOLIC FAITH CHURCH
383155171,FRIENDS OF DETROIT & TRI COUNTIES
383155605,MT OLIVET NEIGHBORHOOD WATCH
383156389,SHALOME TEMPLE CHURCH
383156785,USA TRACK & FIELD INC
383156877,DUNAMIS OUTREACH MINISTRIES WORLDWIDE INC
383156948,PSYCHIATRY AND BEHAVIORAL MEDICINE
383159328,GENERATION OF PROMISE PROGRAM
383159855,PEOPLES MISSIONARY BAPTIST CHURCH NON-PROFIT HOUSING CORP
383160202,CHRIST LIBERTY MINISTRY
383160968,CHURCH OF GOD OF PROPHECY
383161821,CHRISTS CHURCH CHRISTIAN DISCIPLING MINISTRIES
383161896,INTERNATIONAL UNION UNITED AUTO AEROSPACE & AGRICULTURAL WORKERS
383162364,DAYSPRING BAPTIST CHURCH
383163045,NEW ST PAUL TABERNACLE CHURCH OF GOD IN CHRIST HEAD START AGENCY
383165921,WOMANHOOD INC
383166859,FAITH TEMPLE CHURCH OF THE APOSTOLIC FAITH
383166938,WORD OF PROPHETS CHURCH OF APOSTOLIC FAITH INC
383166965,KINGS TEMPLE BAPTIST CHURCH
383169058,P M S ONE MANAGEMENT CO INC
383171232,HOLLITECH OUTREACH INC
383172066,FIRST CHOICE HEALTH CENTER
383172371,NEW LIFE LUTHERAN CHURCH
383173240,JOINT CITIES DEVELOPMENT CORP
383174969,PERFECTING COMMUNITY DEVELOPMENT CORPORATION
383175180,THE PROMISE OF ABRAHAM CHURCH
383178902,AFTER CHRIST MINISTRIES
383179390,CHRIST CATHEDRAL BAPTIST CHURCH
383180217,SPIRITUAL LIGHT COMMUNITY CHURCH NONDENOMINATIONAL
383182843,WORD OF TRUTH COMMUNITY HOUSING ASSOCIATION
383183091,JESUS CHRIST TEMPLE OF DELIVERANCE
383183906,GREATER MOUNTAIN VIEW MISSIONARY BAPTIST CHURCH
383183944,TOASTMASTERS INTERNATIONAL
383184429,ROSE OF SHARON EVANGELISTIC MINISTRY
383184886,MARRIAGE FOR A LIFETIME MINISTRIES
383185228,FIRST BAPTIST WORLD CHANGERS INTERNATIONAL MINISTRIES
383186465,AFT MICHIGAN BUILDING CORPORATION
383187717,FOUNTAIN OF LIFE OUTREACH MINISTRIES
383189243,EIGHT MILE BOULEVARD ASSOCIATION INC
383189633,EBENEZER AME CHURCH NON PROFIT HOUSING CORPORATION
383191193,CHRIST TEMPLE MISSIONARY BAPTIST CHURCH
383192484,PARENTAL INSIGHT INC
383193008,DOWNRIVER CANCER CENTER
383193365,PRAISE FELLOWSHIP CHRISTIAN CHURCH
383194876,HOUSE OF GOD CHURCH OF THE LIVING GOD PALLARD GROUND OF TRUTH
383195198,AMANDLA COMMUNITY DEVELOPMENT
383195595,YOUTH FOR CHRIST USA INC
383195838,MAE AVA CARSE FOUNDATION
383195962,DOMINICAN LITERARY CENTER
383197374,SUPPORTIVE CARE SERVICES OF MICHIGAN INC
383198759,HOUSE OF TRUTH NON-DENOMINATIONAL CHURCH
383199326,JANE SMITH TURNER FOUNDATION INC
383199440,TRUE TEMPLE OF SOLOMON COPTIC CHURCH OF THE WESTERN WORLD
383199761,HARTMANN FOUNDATION INC
383200503,STRATFORD SHAKESPEAREAN FESTIVAL OF AMERICA GROUP RETURN
383201091,VANGUARD COMMUNITY DEVELOPMENT CORPORATION
383201490,LSSM FOUNDATION
383201533,DETROIT ASSOCIATION OF BLACK STORYTELLERS INCORPORATED
383205955,WESTSIDE CHRISTIAN ACADEMY ASSOCIATION
383206804,BEATITUDES ENTERPRISE INC
383207971,FRIENDS U NEED INC
383208175,MT CARMEL BAPTIST CHURCH
383209556,MERCY EDUCATION PROJECT
383210177,MACK ALIVE
383210340,EMPRESA INC
383211550,UAW-GM CENTER FOR HUMAN RESOURCES
383211653,EASTSIDE COLTS PARENTS CLUB
383212925,GERMAN AMERICAN CHAMBER OF COMMERCE OF THE MIDWEST-MICHIGAN CHAPTER
383213534,MICHIGAN APPELLATE BENCH BAR CONFERENCE FOUNDATION
383216173,BRIC-O
383216213,MICHIGAN OHIO JET ALUMNI ASSOCIATION
383216583,ORDER OF THE FISHERMEN MINISTRY HEAD START PROGRAM INC
383217164,HOUSE OF PRAYER AND PRAISE
383218138,BETHANY PRESBYTERIAN MANOR
383220348,GODS GRACE OUTREACH MINISTRIES CHURCH OF GOD IN CHRIST
383220398,FRIENDS OF FIRST CONGREGATIONAL FOUNDATION INC
383223037,WOMENS THOU ARE SET FREE MINISTRIES
383223709,DFFA BURN FUND INC
383224926,BRUNETTES ADULT RESIDENTIAL CARE FACILITY
383225136,MICHIGAN STATE COUNCIL OF SENIOR CITIZENS
383226602,GODS ESTABLISHED FOUNDATION CHURCH OF GOD IN CHRIST
383228044,YOUTH DEVELOPMENT COMMISSION
383229857,APOSTOLIC HOUSE OF JUDAH INC
383231066,JEFFERSON EAST INC
383232524,BAIT-UL-ISLAM
383233472,SIENA LITERACY CENTER
383233529,ABYSSINIAN MISSIONARY BAPTIST CHURCH
383233585,SHINDI ORGANIZATION INC
383235146,HARPER AVENUE CHURCH OF GOD IN CHRIST
383235640,ISLAMIC HEALTH & HUMAN SERVICES
383236159,U A W EMPLOYEES LEGAL SERVICES PLAN
383237239,REVELATION KNOWLEDGE CHURCH
383237414,CHAPEL HILL NON-PROFIT HOUSING CORPORATION
383238019,LIFE CHANGERS INTERNATIONAL MINISTRIES
383238773,ST JOHNS HOLDINGS INC
383240485,TOTAL HEALTH CARE USA INC
383240573,WOODS CATHEDRAL COGIC INC
383241705,GREATER ST STEPHEN FOOD PANTRY AND DISTRIBUTION CENTER
383244502,URBAN SOLUTIONS INC
383244740,JOSEPH W SAMUELS M D & CLARENCE E THOMPSON SCHOLARSHIP FUND INC
383245134,BIBLE PATHWAY MINISTRIES COCIC
383246366,HOLY REDEEMER PARISH
383246609,KINGDOM GLOBAL COMMUNITIES INC
383247723,EAST SIDE UNITY CHURCH OF GOD IN CHRIST MINISTRIES INC
383248862,LAMBDA CHI CHAPTER CHI ETA PHI SORORITY INC
383250135,CONSUMERS POWER COMPANY NON-UNION WELFARE BENEFIT TRUST TO PROVIDE
383250137,CONSUMERS POWER COMPANY UNION WELFARE TR TO PROVIDE FOR RETIREE
383250483,LAST DAYS MISSION OF CHRIST DELIVERANCE MINISTRY
383250623,CONSUMERS POWER COMPANY NON-UNION WELFARE BENEFIT TRUST TO PROVIDE
383251051,THE GILMOUR-JIRGENS FUND
383251827,CHARITY MOTORS INC
383252560,DETROIT COMMUNITY INITIATIVE INC
383252722,NORTHROP LOVING CARE INC
383253281,BELMONT COMMUNITY COUNCIL INC
383255193,GLORIOUS HANDS INC
383256536,BETHLEHEM TEMPLE CHURCH OF DETROIT
383256786,INTERNATIONAL UNION UNITED AUTO AEROSPACE & AGRICULTURAL WORKERS
383256787,INTERNATIONAL UNION UNITED AUTO AEROSPACE & AGRICULTURAL WORKERS
383256790,INTERNATIONAL UNION UNITED AUTO AEROSPACE & AGRICULTURAL WORKERS
383256791,INTERNATIONAL UNION UNITED AUTO AEROSPACE & AGRICULTURAL WORKERS
383257060,COMMUNITIES IN SCHOOLS OF DETROIT INC
383257457,LOVE JOY CHURCH
383257486,NEW LIFE EXPERIENCE CHRISTIAN CENTER
383258345,LUTHERAN HOUSING CORPORATION-MONROE
383259138,LADY LONDEN WINTERS MINISTRIES
383259358,QUALITY BEHAVIORAL HEALTH INC
383259811,WORD OF TRUTH CHRISTIAN CENTER INC
383259924,DETROITERS WORKING FOR ENVIRONMENTAL JUSTICE
383260389,GOD LAND UNITY
383260596,MISSION OF MERCY MINISTRIES
383260651,NEW BIRTH CHRISTIAN FELLOWSHIP
383261354,SOLID ROCK ASSEMBLY OF GOD
383261371,MABLE AND RAY PETERSEN MASTER CRAFTMANS SCHOLARSHIP TRUST
383261552,HOUSE OF JESUS APOSTOLIC FAITH CHURCH
383261794,ONE OF US INC
383262952,GRACE FELLOWSHIP MISSIONARY BAPTIST CHURCH
383263175,JAMAICAN ASSOCIATION OF MICHIGAN
383264078,FAITH MINISTRIES CHURCH OF GOD IN CHRIST
383264400,SAVING GRACE MINISTRIES
383264402,BLESSED COMMUNITY BAPTIST CHURCH
383267874,THE SIBLEY HOUSE FUND
383267875,JAMES AND GRACE LEE BOGGS CENTER TO NURTURE COMMUNITY LEADERSHIP
383268237,ALL GODS PEOPLE CONGREGATION MINISTRIES
383269107,VETERANS OF FOREIGN WARS DEPT OF MICHIGAN
383269155,CONSUMERS POWER CO UNION WELFARE RETIREE LIFE INS BENEFIT VEBA TR
383270084,REVELATION LUTHERAN CHRUCH
383271818,VINEYARD POMEGRANTE LOCKS INCORPORATED
383272236,CHILDRENS SCHOLARSHIP FUND OF DETROIT
383273704,ACTS FULL GOSPEL BAPTIST CHURCH
383275349,KINGS HIGHWAY
383276548,TABERNACLE OF FAITH MISSIONARY BAPTIST CHURCH
383277120,SHARE WITH THE WORLD FOUNDATION
383277264,MOMS AND BABES TOO MSSP ISSP INC
383277460,RUN WITH THE VISION
383277537,JAMES AND CLEO HAMILTON FAMILY CHARITABLE TRUST
383277549,ORCHESTRA PLACE RENEWAL PARTNERSHIP
383277813,KEEPER OF THE WORD FOUNDATION
383277970,DIESEL TECHNOLOGY COMPANY RETIREE HEALTH CARE PREMIUM PAYMENT PL TR
383278164,MASONS ADULT FOSTER CARE HOME INC
383278256,NEW JERUSALEM TEMPLE OF APOSTLE FAITH INC
383279650,PUPPETART
383281234,TOTAL LIFE CHRISTIAN MINISTRIES
383283759,SPHINX ORGANIZATION INC
383284024,BETHUNE COMMUNITY COUNCIL INC
383285544,HOLISTIC DEVELOPMENT CENTER INCORPORATED
383285795,THE BENFORD MISSIONARY TEMPLE
383285874,NORTH CENTRAL PROPERTIES OF DETROIT
383286130,SECOND MT ZION OF THE APOSTOLIC FAITH CHURCH
383287573,BEREAN CHRISTIAN FELLOWSHIP CHURCH
383288653,GOSPEL MUSIC HALL OF FAME & MUSEUM
383289692,FRIENDS OF HOLMES
383292997,UNITED BROTHERHOOD OF CARPENTERS & JOINERS OF AMERICA
383295532,MONTFORD POINT MARINES OF AMERICA INC
383296049,PFRS DUBLIN CORP
383296056,INTERNATIONAL UNION UNITED AUTO AEROSPACE & AGRICULTURAL WORKERS
383297101,PROJECT A R T
383298295,WORD OF TRUTH BAPTIST CHURCH
383299809,GRACE COUNSELING CENTER
383300276,FAITHWAY UNITED MINISTRIES
383300627,DETROIT EAGLES ATHLETIC CLUB
383300936,AMBASSADORS FOR CHRIST HOLINESS TEMPLE
383301221,IGLESIA PENTECOSTAL LUZ DEL MUNDO INC
383302761,NATIONAL FAITH HOMEBUYERS
383303758,EMMANUEL HOUSE
383305775,W-C DEVELOPMENT INC
383306975,DETROIT EASTSIDE COMMUNITY COLLABORATIVE INC
383308613,NEW MT OLIVES APOSTOLIC FAITH CHURCH
383310974,PLYMOUTH EDUCATION FOUNDATION
383312173,TRINITY MEMORIAL BAPTIST CHURCH
383312467,ANGEL LAND CHILD CARE & PARENT CENTERS
383312813,BLACK LEGENDS OF PROFESSIONAL BASKETBALL FOUNDATION
383314318,DETROIT POLICE ATHLETIC LEAGUE INCORPORATED
383315489,KEITH ANTHONY BAKER MEMORIAL FOUNDATION INC
383317260,WAY OF HOLINESS CHURCH OF GOD IN CHRIST
383317716,GRATIOT MCDOUGALL UNITED COMMUNITY DEVELOPMENT CORPORATION
383319460,AFT MICHIGAN ROLLIE HOPGOOD SCHOLARSHIP FUND
383320149,CHURCH ON THE MOVE
383322266,GREATEST UNIQUE MINISTRY OF JESUS CHRIST
383322356,MOTOR CITY TRAVELERS SCHOLARSHIP FUND
383322605,DETROIT DEVELOPMENT FUND
383322716,NORTHWEST YOUTH ORGANIZATION
383323500,SANCTUARY FELLOWSHIP BAPTIST CHURCH
383323657,JAMAICA RELIEF MISSION
383324263,MUTTS & MUTTS RESCUE LEAGUE
383326860,THE NEW COMMON SCHOOL FOUNDATION
383329026,GRACE LEARNING CENTER
383329820,CHURCH OF TZADDI
383329835,GO-GETTERS PROGRAM
383330163,LUTHERAN ADOPTION SERVICES INC
383331123,COALITION INC
383332388,WEST DETROIT CHRISTIAN CHURCH
383333138,BARNABAS INCORPORATED
383333459,NEW BRANCH OUTREACH MINISTRY CHURCH
383333732,RENAISSANCE HIGH SCHOOL BAND
383334561,MOVING AHEAD IN CHRIST JESUS
383334884,NEW BREAKTHROUGH CHURCH INTERNATIONAL
383335060,MICHIGAN YOUTH APPRECIATION FOUNDATION
383336414,UNIVERSITY PEDIATRICIANS
383336518,STRICTLY BIBLICAL BIBLE TEACHING MINISTRIES
383342664,JAZZ NETWORK FOUNDATION
383343081,FAITH LOVE & PEACE UNITED TEMPLE OF CHRIST CHURCH
383344341,CHRISTIAN BROTHERS MENS & WOMENS HOME INC
383348876,ARK OF GOD DELIVERANCE MINISTRIES
383349348,SHARON MISSIONARY BAPTIST CHURCH
383351402,NATIONAL ORGANIZATION OF BLACK LAW ENFORCEMENT EXECUTIVES NOBLE
383351777,COVENANT HOUSE MICHIGAN
383351974,MICHIGAN REGIONAL COUNCIL OF CARPENTERS COMMUNITY SERVICE TR F
383352098,NEW GREATER FAITH COMMUNITY SERVICES
383352380,TRUE LOVE CHRISTIAN MINISTRIES
383352692,JULIUS V & ALICE G COMBS FOUNDATION
383353095,ANTHONY AND DARLENE SOAVE FAMILY FOUNDATION
383353746,DETROIT EMPLOYMENT SOLUTIONS CORPORATION
383354263,INTERNATIONAL ASSOCIATION OF LIONS CLUBS
383354664,CHURCH OF UNIVERSAL TRUTH
383355698,DETROIT HISPANIC DEVELOPMENT CORPORATION
383357106,ROSEDALE GRANDMONT LITTLE LEAGUE
383357583,M O S E S METROPOLITAN ORGANIZING STRATEGY ENABLING STRENGTH
383360769,COMMUNITY PLANNING ASSOCIATION
383360996,INNER PEACE BAPTIST CHURCH
383362868,HICKS MEMORIAL CHURCH OF GOD IN CHRIST
383363922,CLINTON HOUSE NON-PROFIT HOUSING CORPORATION
383364303,BETHESDA FELLOWSHIP CHURCH
383364830,BLACK FOREST
383365172,NEW LIFE COMMUNITY CHURCH E L C A
383366292,CHRISTS MISSION MISSIONARY BAPTIST CHURCH
383366514,FLOWERS COMMUNITY SERVICES INC
383366876,PERSHING HIGH SCHOOL ALUMNI ASSOCIATION INC
383369894,CASS TECH HIGH SCHOOL ALUMNI ASSO
383371073,WILLIAMS ST CHURCH OF GOD IN CHRIST
383371745,SPIRIT & TRUTH CHRISTIAN MINISTRIES
383373052,COMERICA CHARITABLE FOUNDATION
383373105,NATIONAL SALES NETWORK-DETROIT CHAPTER INC
383373845,ANAMBRA STATE ASSOCIATION OF MICHIGAN ASA
383375179,EASTSIDE UNITY ASSOCIATION
383376079,MICHIGAN CONSORTIUM FOR OSTEOPOROSIS
383376881,DETROIT CENTER FOR YOUTH DEVELOPMENT
383377333,CHRISTIAN METHODIST EPISCOPAL CHURCH
383379863,SHEKINAH TABNERACLE GOSPEL CHURCH
383380167,CHURCH OF GOD OF BALDWIN
383380462,UPLIFT INC
383380859,KAINOS INTERNATIONAL CHURCH
383381618,BREAD OF LIFE EVANGELISTIC ASSOCIATION
383381853,GODS STOREHOUSE
383383097,MAJESTIC EDUCATION FOUNDATION INC
383383862,WENDELL & DORIS ROGERS CHARITABLE FOUNDATION
383384181,CHARLES R ELMER SCHOLARSHIP FOUNDATION TRUST 02 03 322 0583280
383385961,CLOTHIDE R SMITH CHARITABLE FOUNDATION
383388361,FRONT PORCH
383390058,TEMPLE OF GOD DELIVERANCE
383390375,SAINT JOHN COMMUNITY CENTER
383391411,INDEPENDENT LIVING HOUSING INC
383391777,AFRICAN WORLD EXPO
383392869,SECRET PLACE OF THE MOST HIGH TEMPLE OF DELIVERNACE
383394518,SPIRITLOVE MINISTRIES INTERNATIONAL
383395003,TIMBUKTU COMMUNITY SERVICES
383395057,PFRS PATRICK CENTER CORP
383395665,HOLY GHOST AND FIRE DELIVERANCE CHURCH OF GOD IN CHRIST INC
383395740,DISCIPLES OF CHRIST CHRISTIAN MINISTRIES
383395855,IMMANUEL ECUMENICAL COUNCIL OF CHURCHES APOSTOLIC INTER
383396227,FRESH ANOINTING MINISTRIES INTL
383397918,DETROIT TRACK AND FIELD OLD TIMERS ASSOCIATION
383397938,GLORY & PRAISE TABERNACLE CHURCH OF GOD IN CHRIST
383398072,WOODWARD ACADEMY SUPPORT FOUNDATION
383398197,CALVARY APOSTOLIC MINISTRIES
383400332,MONUMENT OF FAITH FULL GOSPEL CHURCH
383400563,CHURCH OF THE LIVING GOD APOSTOLIC
383401798,WILLOW GROVE MISSIONARY BAPTIST CHURCH
383402330,LEWIS E MAIRE PARENT TEACHER ORGANIZATION
383402656,BRUSH PARK SENIOR HOUSING DEVELOPMENT CORPORATION
383404142,GEORGE DEFER ELEMENTARY SCHOOL PARENT TEACHER ORGANIZATION
383405116,DETROIT PANTHERS FOOTBALL ORGANIZATION
383405248,INCREASING FAITH MINISTRIES
383405534,DETROIT HOMEOWNERSIP CENTER CDC
383405728,GREATER WORKS FAMILY MINISTRIES
383405864,BIBLEWAY FULL GOSPEL BAPTIST CHURCH MINISTRIES INCORPORATED
383406493,HARVEST NOW MINISTRIES
383407786,FIRST COMMUNITY CHURCH OF ALL PEOPLE
383407798,JUST ASK FOUNDATION INC
383407865,ABAYOMI COMMUNITY DEVELOPMENT CORPORATION
383408707,NEW COMMUNITY MISSIONARY BAPTIST CHURCH
383408857,DETROIT POLICE OFFICERS ASSOCIATION SCHOLARSHIP FUND INC
383409433,EMPOWERMENT ZONE COALITION
383409850,ALL PEOPLE CHURCH OF LOVE & GOD
383410431,MEETING THE NEED OF GODS PEOPLE OUTREACH CHRISTIAN CENTER INC
383410481,COPE PERSONAL DEVELOPMENT CENTER
383411179,FOCUS HOPE FOUNDATION
383412086,WORD OF GOD DELIVERANCE MINISTRIES
383413822,WALKER-BENTON TRANSPORTATION CORPORATION
383414123,LUTHERAN CITY MINISTRIES INC
383414504,TRUE HOLINESS TEMPLE OF DELIVERANCE
383415509,ALPHA PHI OMEGA
383416575,FREE INDEED OUTREACH MINISTRIES INC
383417161,URBAN NEIGHBORHOOD INITIATIVES INC
383417459,TURNER EDUCATION TRAINING AGENCY
383418301,MICHIGAN INSTITUTE FOR NONVIOLENCE EDUCATION INC
383419604,CITY MISSION
383421824,IMPACT CHURCH
383422272,TRANSFORMING LOVE COMMUNITY INC
383423660,COMMUNITY OF HOPE LUTHERAN CHURCH
383425466,TRUE WORSHIP CHURCH
383426377,NEW TRINITY OF GALILEE MISSIONARY BAPTIST CHURCH INC
383426719,NEW MILLENNIUM MISSIONARY BAPTIST CHURCH
383427479,THE KINGDOM OF GOD IN CHRIST JESUS INC
383429140,NORTHEAST GUIDANCE CENTER FOUNDATION
383429921,CASS COMMUNITY SOCIAL SERVICES INC
383429930,W I T S COMMUNITY SERVICES INC
383430190,VICTORY UNTO SALVATION FAITH MINISTRIES
383430492,GRACE TO GRACE CHRISTIAN FELLOWSHIP
383431416,ROOFERS LOC 149-W WATERPROOFG LABOR MGMT COOPERATION COMMITTEE INC
383431774,RHEMA INTERNATIONAL CHURCH OF THE APOSTOLIC FAITH
383432673,HORIZON HOUSE INC
383432913,ONE FAITH OUTREACH MINISTRIES
383433124,RISING STAR C O G I C
383433420,SWORD INTO PLOWSHARES
383433635,HIGHER CALLING MINISTRIES
383433761,DETROIT COMMUNITY JUSTICE PARTNERSHIP
383433999,POUPARD SCHOOL P T O
383434750,MOUNT NEBO MISSIONARY BAPTIST CHURCH
383434841,BRIDGING COMMUNITIES INC
383435371,NORTHEND CHRISTIAN COMMUNITY DEVELOPMENT CORPORATION
383436456,DOWNTOWN DETROIT PARTNERSHIP INC
383437308,GRANNYS AFTER CARE CENTER INC
383437785,JOY OF LIFE CHRISTIAN MINISTRY
383438964,JAMIA ISLAMIA DARUL ULOOM DETROIT
383439851,RILEY FOUNDATION
383441138,WILLIAM AND LISA FORD FOUNDATION
383441362,NORTHWEST DETROIT YOUTH COALITION
383442209,JERICO MISSIONARY BAPTIST CHURCH OF HOLINESS
383442776,NEW ISRAEL BAPTIST CHURCH INC
383444330,GREATER NEW LIFE COMMUNITY CHURCH
383444795,REDEEMED CHRISTIAN FELLOWSHIP INTERNATIONAL INC
383444868,GOSPEL CHURCH OF FAITH
383445303,ABUNDANT FAITH CATHEDRAL
383446817,ACCOUNTABILITY HOUSE MINISTRIES
383447370,FAMILIES IN NEED
383447972,NEW CREATION CHURCH MINISTRIES
383448900,ECCLESIA CHRISTIAN MINISTRIES
383451361,CHILDRENS OUTREACH INC
383452983,MIRACLE TEMPLE CHURCH OF DELIVERANCE INC
383453310,AFTER CHRIST CHRISTIAN CENTER
383453668,WAY CHURCH
383454283,OMEGA MINISTRIES INTERNATIONAL
383455642,END-TIME RESTORATION AND DELIVERANCE MINISTRY
383455896,MODEL-T AUTOMOTIVE HERITAGE COMPLEX INC
383457157,MASTERS COMMISSION INC
383459416,MICHIGAN K I D S INC
383459469,PRAISE ASSEMBLY CHURCH
383459530,FAITH TEMPLE CHURCH OF GOD IN CHRIST
383459715,NEW ORDER MISSIONARY BAPTIST CHURCH
383462192,CLARK PARK COALITION
383462502,CONANT GARDENERS
383462882,GREATER MARION MISSIONARY BAPTIST CHURCH
383463157,FULL GOSPEL TABERNACLE OF DETROIT
383464691,ST JOHN THE GREAT BAPTIST CHURCH
383465670,COMMUNITY DEVELOPMENT ADVOCATES DETROIT
383468532,UNIVERSAL PRAISE CENTER
383468598,MOTIVATIONAL FAMILY & FRIENDS CIRCLE
383468772,FAITH UNIVERSAL TRUTH CENTER FOR BETTER LIVING
383469972,HOLY REDEEMER HIGH SCHOOL
383472327,PORTABLE EDUCATIONAL AND ENTERTAINMENT REPERTOIRE
383473095,TRIUMPH MISSIONARY BAPTIST CHURCH
383473492,CELESTIAL CHURCH OF CHRIST WAY OF PEACE
383474696,RUSHING MIGHTY WIND CHURCH OF GOD OF CHRIST
383476615,WOMEN WITHIN INTERNATIONAL LTD
383476671,HOSPITALERS COMMITTEE OF DETROIT COMMANDERY NO 1 KNIGHTS TEMPLAR
383477699,SAILING DEVELOPMENT FUND
383477837,EAGLE SPORTS CLUB
383478684,DETROIT SERVICE LEARNING ACADEMY
383479236,THE DETROIT ATHLETIC CLUB FOUNDATION
383480195,FOUNTAIN OF LIFE COMMUNITY CHURCH OF GOD IN CHRIST INC
383480591,SAVE OUR CHILDREN INC
383480978,JORDON MISSIONARY BAPTIST CHURCH
383482111,STRATFORD SHAKESPEAREAN FESTIVAL OF AMERICA
383483280,GREATER LIFE COMMUNITY DEVELOPMENT CORPORATION
383483484,IGLESIA DE LA COMUNIDAD PASO DE FE
383484782,GRACE TEMPLE CHURCH OF GOD IN CHRIST
383485683,DETROIT MAGIC CHILD DEVELOPMENT
383485823,AMERIGHANA INC
383487634,UNITED YOUTH SPORTS ORGANIZATION
383489636,MOTORCITIES NATIONAL HERITAGE AREA PARTNERSHIP INCORPORATED
383490480,IMMANUEL OUTREACH CATHEDRAL
383491158,MICHIGAN COON HOUND RESCUE
383492157,STARR VISTA INC
383493259,RAYMOND E & EVONA WATSON FOUNDATION
383494423,JAY C AND DARIEL S SMITH FOUNDATION INC
383494883,NATIONAL BLACK TALK SHOW ASSOCIATION FOR EDUCATION AND
383494901,WAY OF TRUTH APOSTOLIC CHURCH
383495151,MUATH BIN JABAL MOSQUE
383496144,AMERICAN LEGION
383496250,DEEPER LIFE OUTREACH MINISTRIES
383498720,CREATIVE HEALING INITIATIVE PARTNERSHIP
383499087,HATS BOOTS MITTENS & SCARVES
383500460,MICHIGAN GUARDIAN SERVICES
383500577,EVANGELISTIC HOUSE OF GOD
383500980,ELITE FIGURE SKATERS INTERNATIONAL
383502936,NEW URBAN LEARNING
383503555,EAGLES IN FLIGHT INC
383505176,PREVAILING COMMUNITY DEVELOPMENT CORPORATION
383506483,GRACE MEDICAL RESEARCH AND EDUCATION FUND
383507162,BENJAMIN & MARION BREGI FOUNDATION INC
383507637,PROPER PERSPECTIVE INC
383508622,GOSPEL AGAINST AIDS INC
383509532,WILMA ANGEL OF MERCY
383510202,SANCTUARY OF PRAISE DELIVERENCE CHURCH
383510219,CITY OF HOPE INTERNATIONAL
383510939,I AM THAT I AM MINISTRY
383513593,DETROIT COMMUNITY OUTREACH
383514164,GATEWAY COMMUNITY ORGANIZATION
383514172,GREAT LAKES 2ND ECCLESIASTICAL JUR OF MI CHURCH OF GOD IN CHRIST INC
383515210,JOHN SEAY CENTER MINISTERING TO WHOLE PERSON
383515214,H & B FAMILY TRANSITIONAL HOME
383518348,KAIRABOWT
383520603,EXCELLENCY OF KNOWLEDGE WORLD WIDE MINISTRIES INC
383521437,GREAT LAKES CRUISING COALITION INC
383521776,NEW COVENANT MINISTRIES OF SOUTHEAST MICHIGAN
383521963,TRI-CITY COMMUNITY DEVELOPMENT CORPORATION
383522430,IMANI RESIDENTIAL SERVICES
383522792,RHO SIGMA FOUNDATION
383523970,AFRICAN AFFAIRS INC
383524486,WOMENS CULTURAL COLLABORATIVE
383525025,IMPACT APOSTOLIC CHURCH
383526557,DELRAY UNITED NON-PROFIT HOUSING CORPORATION
383526629,PROVIDENCE HEALTH FOUNDATION INC
383528133,DETROIT SUMMER FINANCE PROGRAM INC
383529361,HOUSE OF REFUGE OF APOSTOLIC FAITH
383529588,GRATIOT RESIDENTS EAST AREA TOGETHER
383529642,FRIENDS OF CASA MATERNA
383531287,STILL POINT ZEN BUDDHIST TEMPLE
383532638,CHRIST WORD OUTREACH MINISTRY
383532695,LIVERNOIS AVENUE OF FASHION BUSINESS ASSOCIATION INC
383532904,MEETING THE NEEDS OF GODS PEOPLE INC
383533998,COVENANT COMMUNITY CARE INC
383534452,PERFECT LIGHT OUTREACH MINISTRIES INC
383534750,TRUTH IN LOVE FELLOWSHIP
383536461,PF FUND MUTUAL BUILDING INC
383537457,ISLAMIC CENTER OF DETROIT INC
383537726,STEVENS T MASON ELEMENTARY SCHOOL PARENT TEACHER ORGANIZATION
383538777,EDWARDS FOUNDATION
383539368,LAND ASSEMBLY FOR NEIGHBORHOOD DEVELOPMENT
383541553,HARP OF GOD MINISTRY INC
383542281,NORTHWEST EYE FOUNDATION
383542546,PROJECT H O P E INTERNATIONAL
383544878,AFFILIATED UNIVERSITY NEPHROLOGISTS
383546123,FREDERICK ANTHONY HARDY SCHOLARSHIP FUND
383547535,GABRIEL MISSION MINISTRIES
383547708,GALATIAN COMMUNITY DEVELOPMENT AND NON-PROFIT HOUSING CORPORATION
383548144,ILITCH CHARITIES INC
383548385,LIFELINE COMMUNITY DEVELOPMENT CORPORATION
383548556,GIFT OF GOD OUTREACH MISSIONARY MINISTRIES CHURCH OF ALL NATIONS
383549713,RESURRECTED CHRIST CENTER OF EXCELLENCE INC
383550750,PF COLONNADES WEST CORPORATION
